title,body_text,hashtags
2026학년도 1학기 캠퍼스내 소속변경 전형 안내,관리자 2025-10-13 조회수 231 [2026학년도 1학기 캠퍼스내 소속변경 전형 안내] 캠퍼스 내 소속변경 신청 희망 학생은 포탈 접수 전 지도교수님과 면담 필요 신청기간: 2025.10.27.(월) ~ 10.31.(금) 자세한 사항은 본교 홈페이지 공지사항 참고 링크: 연세대학교 | 대학생활 | 공지사항 - 2026학년도 1학기 캠퍼스내 소속변경 전형 안내,#학사
[장학] 2025학년도 2학기 이유숙 장학금 신청 안내,"관리자 2025-08-11 조회수 806 [붙임] 2025-2학기 이유숙 장학금 신청서.hwp 2025-2학기 이유숙 장학생을 아래와 같이 모집합니다. 학생들의 많은 관심과 신청 바랍니다. ▣ 목적: 등록금 지원 ▣ 금액: 2,500,000원/학기 ▣ 신청 자격: 직전학기 평량평균 2.50 이상 직전학기 이수 학점 12학점 이상 직전학기 채플 이수자 (2025-1학기 휴학생들은 휴학 전 학기를 기준으로 합니다) 초과학기자는 신청 불가 ▣ 신청 방법: 첨부된 신청서를 8월 17일 (일)까지 학생부 (yoonc411@yuhs.ac)로 제출 (지도교수님 면담 필수) 감사합니다.",#장학
[모집 공고/재학생] ABSN 재학생의 교육 경험에 관한 질적연구 대상자 모집 공고,관리자 2025-08-19 조회수 697 (재학생) 연구대상자 모집공고문_ABSN_FGI.pdf,#일반
[안내] 2025학년도 2학기 개강예배 및 지도교수 면담 안내,"관리자 2025-08-29 조회수 608 [붙임1] 2025학년도 2학기 지도교수 면담 학생 안내용.xlsx [붙임2] 2025학년도 2학기 진로 지도 가이드.pdf 2025-2학기 개강예배 및 지도교수 면담이 아래와 같이 진행될 예정입니다. 학생별 지도교수님 면담 장소는 첨부된 엑셀파일에서 확인 부탁드립니다. 개강예배 일 시: 9월 1일 (월) 9시 ~ 9시 25분 장 소: 진리관 or 자유관 ※ 개강예배는 2025-2학기 채플 수업 일수에 포함되어 계산됩니다. 채플을 수강하는 학생들은 필히 참석하시기 바랍니다. ※ 채플수업은 개강예배를 포함하여총 9회 이상 출석해야 pass로 인정되며, 직전 학기 채플 이수는 장학금 수혜 시 필수 요건입니다. 지도교수 면담 일 시: 9월 1일 (월) 9시 30분 ~ 10시 장 소: 자세한 내용은 첨부 파일 확인 ※ 이번 학기에 연구년 등 기타 사유로면담을 진행하시지 못하는 교수님(이승은, 이향규 교수)을 대신하여김희정 학생부학장님께서 대리면담을하실 예정입니다. 자세한 내용은 첨부 파일 참고 부탁드립니다. ※ 교수님 별 면담 장소 지도교수명 면담 장소 비고 강바다 자유관(우측) 김광숙 625호 김상희 522호 김선아 624호 김수 620호 김희정 진리관 박정옥 창조관(4층) 오의금 520호 이경희 탐구관(4층) 이승은 진리관 연구출장으로 학생부학장(김희정 교수님) 대리 면담 이안나 자유관(좌측) 이주희 303호 이지연 304호 이태화 믿음관(5층) 이향규 진리관 연구년으로 학생부학장(김희정 교수님) 대리 면담 이현경 학장회의실(2층) 이현주 318호(쉴즈) 이혜정 교수 휴게실(6층 엘리베이터 좌측) 장연수 대학원 휴게실(305호) 조은희 622호 최모나 302호 최은경 306호(쉴즈) 최지연 소망관(4층) 추상희 301호 기타 학생부에서 제작한 2025학년도 2학기 진로지도가이드를 함께 보내드립니다. 이번 학기 진로 탐색 및 커리어 개발 활동에 참고하시기 바랍니다.",#일반
[모집 공고/졸업생] ABSN 졸업생의 교육 경험에 관한 질적연구 대상자 모집 공고,관리자 2025-08-19 조회수 636 (졸업생) 연구대상자 모집공고문_ABSN_FGI.pdf * 위 이미지 클릭 시 대상자 설명문 및 동의서 (졸업생용) 구글 폼으로 이동합니다.,#일반
"[안내] 2025-1학기 겸임교수, 학문후속세대(LT)강사 공채 모집","관리자 2024-12-05 조회수 2129 [양식] LT강사 공개채용 지원서.hwp [양식] 겸임교수 공개채용 지원서.hwp [양식] 겸직동의서양식 (국문).hwp 2025-1학기 비전임교원, LT강사 채용 공고.pdf 간호대학 2025-1학기 겸임교수 및 학문후속세대(LT)강사를 다음과 같이 공채 모집 진행하오니 많은 관심과 추천 부탁 드립니다. 접수기간 : 2024년 12월 3일(화) ~ 12월 27일(금) 17:30",#취업
[교내활동] 2026년 OUTBOUND 국제교류 프로그램 참가 학생 선발 안내,"관리자 2025-09-29 조회수 410 국제 간호 OUTBOUND 프로그램 참가 신청서 _공통 양식.hwp 아래와 같이 2026년 OUTBOUND 국제교류 프로그램 참가 학생을 모집합니다. 학생들의 많은 관심과 지원 바랍니다. 학교명 Chinese University of Hong Kong Otemae University The University of Hong Kong 진행 일정 2026.1.12.(월)~1.23.(금) 2026.1.19.(월)~1.23.(금) 2026.1.26.(월)~1.30.(금) 지역 홍콩 일본 홍콩 서류 접수 일정 10.29.(수) 24:00까지 면접 일정 11.3.(월) 18:00, 간호대학 강의실 (구체적 내용은 지원자에게 개별적으로 안내 예정) 신청 방법 첨부된 신청서를 학생부(yoonc411@yuhs.ac)로 제출 학교 지원금 120만원/인 40만원/인 (숙소 학교 지원) 90만원/인 선발 인원 6명 6명 6명 학점 인정 2026-1학기 국제간호의이해 학점 인정 (수강 신청 필수, 구체적 내용은 추후 안내 예정) 비고 재학 중 대면 국제교류 프로그램 참가 횟수는 2회로 제한됩니다. 더불어, 학생부에서 2025학년도부터 국제교류 프로그램 참가 학생 중 소득분위에 따라 필요시 활동비를 추가 지원하는 ‘태건BF 글로벌리더 장학금’ 제도를 운영하고 있습니다. 적극적인 지원과 관심 부탁드립니다. 추가 문의는 간호대학 학생부 (yoonc411@yuhs.ac / 02-2228-3236)으로 연락 바랍니다. 감사합니다.",#국제교류
"[안내] 2025-2학기 겸임교수, 학문후속세대(LT)강사 공채 모집","관리자 2025-06-09 조회수 1070 [양식] LT강사 공개채용 지원서.hwp [양식] 겸임교수 공개채용 지원서.hwp [양식] 겸직동의서양식 (국문).hwp 2025-2학기 비전임교원, LT강사 채용 공고(6.9-19)_겸임교수,LT강사.pdf",#취업
"[CAMPUS Asia사업] 2025년 하반기 캠아버디 봉사학생 모집_기한 연장(런치버디 모집중, 문화체험버디 마감)","학부 //<![CDATA[ var resPath = '/_custom/yuhs/resource/', isEditorImageUpload = 'true' == 'false'? false: true, clientId = 'yuhs', boardTy = 'board00_yuhs_common', boardNo = '950', siteId = 'dentistry'; //]]> [CAMPUS Asia사업] 2025년 하반기 캠아버디 봉사학생 모집_기한 연장(런치버디 모집중, 문화체험버디 마감) 관리자 2025-08-25 조회수 1577 (붙임1)2025년 하반기 캠퍼스아시아사업 캠아버디봉사 안내 및 신청서_2.hwp [CAMPUS Asia-한일중 확장사업] 2025년 하반기 캠아버디봉사 모집 안내우리대학에 방문한 해외 치과대학(일본 도호쿠대, 중국 북경대, 태국 출라롱콘대) 학생들이 한국 생활에 적응할 수 있도록 생활 및 학업 교류에 도움을 줄 「캠아 버디 봉사」 학생을 아래와 같이 모집합니다. 글로벌 인재로 도약할 수 있는 프로그램에 많은 관심과 참여를 바랍니다.모집 내용 : 연세대학교 치과대학에 방문한 해외 치과대학 학생과의 글로벌 교류 봉사 활동모집 구분 : 1) 런치버디 2)문화체험버디(투어동행)지원 자격 : 1) 치과대학 예과 2학년 이상 재학생 2) 영어로 의사소통 가능자 ※기존 참여자도 신청 가능신청 기간 : 2025. 9. 4. (목) 17시까지 신청서(붙임1) 이메일접수(luvupr@yuhs.ac)제출 서류 : 붙임파일 참고신청 문의 : ☎ 02-2228-3021, 자세한 사항은 붙임파일을 확인하여 주시기 바랍니다. 목록 이전글2025학년 2학기 치과대학 교과목 교재 및 참고도서 의학도서관 소장 자료 다음글2025-2학기 근로장학생 모집 안내",#국제교류
[CAMPUS Asia사업] 2025년 하반기 CAMPUS Asia 사업 일본 도호쿠대 단기교류 파견학생 모집 안내(~10/24(금) 17시까지),"학부 //<![CDATA[ var resPath = '/_custom/yuhs/resource/', isEditorImageUpload = 'true' == 'false'? false: true, clientId = 'yuhs', boardTy = 'board00_yuhs_common', boardNo = '950', siteId = 'dentistry'; //]]> [CAMPUS Asia사업] 2025년 하반기 CAMPUS Asia 사업 일본 도호쿠대 단기교류 파견학생 모집 안내(~10/24(금) 17시까지) 관리자 2025-10-14 조회수 697 (안내문)2025년 캠퍼스아시아사업 파견 학생 모집 공고 및 신청서_하반기.hwp 2025년 하반기 CAMPUS Asia 사업 일본 도호쿠대 단기교류 파견학생 모집 안내프로그램: 2026 CA+inD Winter Short-term Exchange Program신청대상:치과대학 본과 1학년 이상 재학생지원자격:전체학기 평량평균 3.3점이상, TOFEL 79, New TEPS 264, TOEIC 700점 해당자 (본과 진입 시, 제출한 공인영어성적표 인정)신청기간:2025. 10. 24(금) 17시까지 이메일 접수제출서류:첨부파일 참고제출/문의: luvupr@yuhs.ac / 02-2228-3021 ※ 신청 관련 자세한 사항은 첨부파일을 확인하여 주시기 바랍니다. 목록 이전글[통일보건의료센터] 제11회 세브란스 통일의 밤 - 숏폼 영상 공모전 참여 안내 [접수 기한: 11월 12일(수)까지] 다음글2026년 입영대상 의무장교 지원서 접수 안내",#국제교류
[통일보건의료센터] 제11회 세브란스 통일의 밤 - 숏폼 영상 공모전 참여 안내 [접수 기한: 11월 12일(수)까지],"학부 //<![CDATA[ var resPath = '/_custom/yuhs/resource/', isEditorImageUpload = 'true' == 'false'? false: true, clientId = 'yuhs', boardTy = 'board00_yuhs_common', boardNo = '950', siteId = 'dentistry'; //]]> [통일보건의료센터] 제11회 세브란스 통일의 밤 - 숏폼 영상 공모전 참여 안내 [접수 기한: 11월 12일(수)까지] 관리자 2025-09-30 조회수 511 숏폼 영상 공모전 신청 링크: https://forms.gle/yZPV3mChdGjn4htf9 목록 이전글[CAMPUS Asia사업] 2025년 하반기 CAMPUS Asia 사업 태국 출라롱콘대 단기교류 파견학생 모집 안내(~10/10(금) 17시까지) 다음글[CAMPUS Asia사업] 2025년 하반기 CAMPUS Asia 사업 일본 도호쿠대 단기교류 파견학생 모집 안내(~10/24(금) 17시까지)",#공모전/대회
2026년 입영대상 의무장교 지원서 접수 안내,"학부 //<![CDATA[ var resPath = '/_custom/yuhs/resource/', isEditorImageUpload = 'true' == 'false'? false: true, clientId = 'yuhs', boardTy = 'board00_yuhs_common', boardNo = '950', siteId = 'dentistry'; //]]> 2026년 입영대상 의무장교 지원서 접수 안내 관리자 2025-10-20 조회수 415 (붙임 1)_2026년 입영대상 의무장교 지원 안내.hwpx (붙임 2)_(2026년입영대상)제출서류서식(지원서, 신원진술서 각 1부).hwpx 2026년 입영대상 의무장교 지원서 접수 안내※ 본 공지사항은 병무청 안내문을 토대로 작성되었으며, 본 공지사항과 병무청 안내문이 상이한 경우 치과대학 학생부로 알려주시기 바랍니다. (병무청 안내문을 우선함) - 병무청 안내문 : https://www.mma.go.kr/board/boardView.do?mc=usr0000379&gesipan_id=2&gsgeul_no=1520669※ 붙임 문서 일체를 반드시 상세히 읽어보시기 바랍니다.지원자격현역병입영대상자 중 의·치·한의사 면허취득자(취득예정자 포함)로서 다음 각 호에 해당하는 사람의·치·한의과대학 본과 4학년에 재학 중인 사람(졸업예정자 포함)의·치·한의과 전문대학원 4학년에 재학 중인 사람(졸업예정자 포함)의·치·한의과대학 일반대학원 재학 중인 사람학교에 소속되어 있지 않은 졸업생 중 의무사관후보생*에 편입되지 않은 사람(의무사관후보생*은 지원 비대상)* 의무사관후보생이란 의무장교 획득을 위해 수련병원에서 수련(전공의:인턴 등)하고 있는 사람 중에서 지원에 의해 의무사관후보생으로 편입되어 전공의 과정을 완료 또는 중단 후 국방부 전산 추첨 과정을 거쳐 의무장교 또는 공중보건의사 입영접수기간2025. 10. 20.(월) ~ 10. 29.(수) 17:00지원방법재학생 (학부)제출서류 일체를 작성·출력하여 치과대학 학생파트 사무실로 직접 제출 (02-2228-3019)제출기한 : 2025. 10. 20.(월) ~ 10. 29.(수)※ 제출기한 이후에는 접수 불가※ 지원자는 붙임의 안내 자료를 반드시 확인하시기 바랍니다. 대학원생 : 치과대학 대학원으로 별도 문의 졸업생 (학교에 소속되지 않은 사람)인터넷 지원(병무청 홈페이지) 또는 우편·방문 지원(병무청 현역입영과)제출서류 (붙임파일 참조)의무장교 지원서 - 첨부파일 참조 * 병역법시행규칙 별지 제94호 서식신원진술서(A) - 첨부파일 참조 * 사진은 붙이지 않아도 됨개인정보 수집·이동·제공 동의서(A) - 첨부파일 참조기본증명서(상세) 가족관계증명서(상세)*법원전자가족관계등록시스템(efamily.scourt.go.kr) 또는 읍·면·동 주민센터에서 발급신용정보 조회서 * 신용정보의이용및보호에관한법률 근거* 무료 신용정보조회서 발급기간 : 한국신용정보원(www.kcredit.or.kr)지원취소 : 2026. 2. 10.까지병무청 홈페이지(www.mma.go.kr) → 병무민원포털 → 후보생·공보의 등 → 의무장교 지원서 접수 취소* 의무장교를 지원한 사람이 `24년 전공의(인턴) 채용되어 의무사관후보생을 중복 지원한 경우에는 의무장교 지원을 직권 취소 처리함.입영대상 확정 : 2026. 2. 10.까지 확정, 국방부 명단 통보가. 의·치·한의사 국가시험 결과를 국시원에 확인하여 자격취득자에 대해 명단 통보나. 국방부 명단 통보 제외 대상의·치·한의사 국가시험 결과 자격 미취득자(불합격자, 미응시자 등)`26년 전공의(인턴 등) 채용되어 2. 10.까지 의무사관후보생을 지원한 사람재병역판정검사 등 결과 신체등급 4급 사회복무요원 소집대상군인사법 제10조 장교 임용결격사유에 해당하는 사람다만, 복수국적자는 임기제공무원(공중보건의사) 임용 가능함에 따라 국방부 전산 추첨 과정을 거치지 않고 공보의 선발 부서로 통보`25년 카투사, 의무병 등 현역병 입영 희망 및 본인이 의무장교 입영 포기를 원하여 의무장교 지원서를 2.10.까지 취소한 사람(2.11. 이후 취소 불가)(경로) 병무청누리집(www.mma.go.kr) → 병무민원포털 → 후보생·공보의 등 → 의무장교 지원서 접수 취소국방부 역종분류(전산 추첨)2026. 2월 하순(예정)의무장교 입영2026. 3월 중순(예정) / 육군학생군사학교(충북 괴산군 소재)참고사항[붙임 1]의 별지를 반드시 읽어보시기 바랍니다.공중보건의사 군사교육소집은 `25. 3. 중순 (예정)이며, 자세한 사항은 병무청 공중보건의사 담당에게 문의하시기 바랍니다.주요 질문[Q] : 2026년에 전공의(인턴) 채용되어 의무사관후보생 지원을 희망하나, 인턴 채용이 안될 경우 바로 의무장교 또는 공중보건의사 복무를 하려고 하는데 어떻게 해야 하나요?[A] : 10월에 의무장교를 지원해야 합니다. 2026. 2월에 인턴 채용이 안될 경우 의무장교 지원에 따라 국방부 역종분류 절차를 거쳐 병역이행(의무장교 또는 공중보건의사) 하시면 됩니다. [Q] 의사·치과의사·한의사 시험 결과 면허증 등을 제출해야 하나요?[A] 국가시험 결과 등 면허증을 제출할 필요가 없습니다. 병무청에서 의·치·한의사 국가시험 결과를 국시원(한국보건의료인 국가시험원",#취업
[CAMPUS Asia사업] 2025년 하반기 CAMPUS Asia 사업 태국 출라롱콘대 단기교류 파견학생 모집 안내(~10/10(금) 17시까지),"학부 //<![CDATA[ var resPath = '/_custom/yuhs/resource/', isEditorImageUpload = 'true' == 'false'? false: true, clientId = 'yuhs', boardTy = 'board00_yuhs_common', boardNo = '950', siteId = 'dentistry'; //]]> [CAMPUS Asia사업] 2025년 하반기 CAMPUS Asia 사업 태국 출라롱콘대 단기교류 파견학생 모집 안내(~10/10(금) 17시까지) 관리자 2025-09-30 조회수 1039 AVEP 프로그램 포스터.pdf [붙임1] 2025 AVEP 프로그램 파견 신청서.hwp 2025년 하반기 CAMPUS Asia 사업 태국 출라롱콘대학교 단기교류 파견학생 모집 안내프로그램: Academic Visit & Exchange Program (AVEP) 2025모집 대상: 치과대학 재학생 2명파견 기간: 2025. 12. 11.(목) ~ 12. 16.(화)신청 기간: 2025. 10. 10.(금) 17시까지 이메일 신청(luvupr@yuhs.ac)참여 혜택: 등록비 380USD 지원(숙박, 식사, 문화체험 등 포함) ※개별 송금 후 원화 환산 지급 ※기타 경비 자비 부담선발 절차: 1차 서류 심사(연세대) → 소개 영상 제출 → 2차 서류 심사(출라롱콘대) → 결과 개별 발표제출 서류: 파견 신청서(첨부파일 참고)제출/문의: luvupr@yuhs.ac / 02-2228-3021 목록 이전글2026학년도 학생연구비 신청 안내 다음글[통일보건의료센터] 제11회 세브란스 통일의 밤 - 숏폼 영상 공모전 참여 안내 [접수 기한: 11월 12일(수)까지]",#국제교류
